budget,movie_id,original_title,release_date,revenue,title,vote_average,vote_count,genre,return
0.0,64674,Η Αλίκη στο Ναυτικό,1961-02-20,0.0,Alice in the Navy,8.0,2.0,Comedy,0.0
0.0,374021,Γαμπρός από το Λονδίνο,1967-04-16,0.0,Groom from London,9.0,1.0,Comedy,0.0
0.0,379508,Χτυποκάρδια στο Θρανίο,1963-11-11,0.0,Throbs at the Desk,7.0,2.0,Romance,0.0
0.0,301494,Η Αρχόντισσα κι ο Αλήτης,1968-11-07,0.0,I arhontissa ki o alitis,4.5,2.0,Music,0.0
0.0,47247,Πέντε Λεπτά Ακόμα,2006-10-19,0.0,Extended Play,5.7,5.0,Comedy,0.0
0.0,48125,Οι Γενναίοι της Σαμοθράκης,2003-10-24,0.0,The Valiants of Samothrace,7.0,3.0,Comedy,0.0
0.0,167021,Όλα είναι δρόμος,1998-02-18,0.0,It's a Long Road,8.0,3.0,Drama,0.0
0.0,38404,Bela Lugosi Meets a Brooklyn Gorilla,1952-09-04,0.0,Bela Lugosi Meets a Brooklyn Gorilla,7.0,3.0,Comedy,0.0
0.0,71921,Here We Go Round the Mulberry Bush,1968-01-22,0.0,Here We Go Round the Mulberry Bush,6.1,7.0,Comedy,0.0
0.0,143839,Nothing But the Best,1964-03-10,0.0,Nothing But the Best,5.0,1.0,Comedy,0.0
0.0,365805,Wrecker,2015-11-06,0.0,Wrecker,3.9,24.0,Thriller,0.0
0.0,72278,Les Fautes d'orthographe,2004-11-03,0.0,Bad Spelling,7.3,3.0,Drama,0.0
0.0,83907,Onna no kappa,2011-04-22,0.0,Underwater Love,6.1,4.0,Fantasy,0.0
0.0,110468,Boys Will Be Boys,1935-07-01,0.0,Boys Will Be Boys,6.8,5.0,Comedy,0.0
0.0,329815,Maryland,2015-09-30,39687.0,Disorder,5.6,62.0,Drama,0.0
0.0,12781,Das fliegende Klassenzimmer,1954-09-02,0.0,The Flying Classroom,7.2,7.0,Family,0.0
0.0,63317,Poor Pretty Eddie,1975-06-01,0.0,Poor Pretty Eddie,4.3,5.0,Horror,0.0
0.0,272160,My Man is a Loser,2014-07-25,0.0,My Man is a Loser,4.4,21.0,Comedy,0.0
0.0,226693,Spieltrieb,2013-10-10,0.0,Spieltrieb,5.6,7.0,Drama,0.0
0.0,370902,Страна ОЗ,2015-06-10,0.0,The Land of OZ,5.3,11.0,Comedy,0.0
8500000.0,47845,12 Meter ohne Kopf,2009-12-10,0.0,12 Paces without a Head,7.2,9.0,Comedy,0.0
0.0,224951,Evil Feed,2013-10-23,0.0,Evil Feed,4.4,10.0,Action,0.0
0.0,242546,ベヨネッタ ブラッディフェイト,2013-11-23,0.0,Bayonetta: Bloody Fate,5.2,19.0,Action,0.0
0.0,300403,Shana: The Wolf's Music,2014-08-17,0.0,Shana: The Wolf's Music,6.3,2.0,Adventure,0.0
0.0,228109,Two-Bit Waltz,2014-11-21,0.0,Two-Bit Waltz,5.4,11.0,Comedy,0.0
18000000.0,302688,My Big Fat Greek Wedding 2,2016-03-23,88923251.0,My Big Fat Greek Wedding 2,5.6,328.0,Romance,4.940180611111111
0.0,327528,Born to Be Blue,2015-09-13,830129.0,Born to Be Blue,6.7,58.0,Drama,0.0
0.0,367108,Arrêt Pipi,2015-10-31,0.0,Bathroom Break,6.7,3.0,Not available,0.0
0.0,326119,Danny and the Wild Bunch,2014-02-18,0.0,Danny and the Wild Bunch,6.0,2.0,Not available,0.0
0.0,203124,Failure,2013-06-16,0.0,Failure,6.7,3.0,Comedy,0.0
0.0,167410,Hibernation,2005-02-10,0.0,Hibernation,9.0,2.0,Science Fiction,0.0
300000.0,357706,இறுதிச்சுற்று,2016-01-28,2100000.0,Irudhi Suttru,6.7,11.0,Action,7.0
0.0,210302,Love's Routine,2013-06-19,0.0,Love's Routine,7.3,4.0,Comedy,0.0
0.0,208091,Saving Norman,2013-05-25,0.0,Saving Norman,5.6,5.0,Drama,0.0
0.0,136366,Fugu & Tako,2012-09-21,0.0,Fugu & Tako,6.7,3.0,Not available,0.0
0.0,384205,The Gift,2014-07-26,0.0,The Gift,6.0,6.0,Romance,0.0
0.0,110898,Apricot,2009-12-09,0.0,Apricot,5.7,3.0,Not available,0.0
1500000.0,314029,Boi Neon,2016-01-14,0.0,Neon Bull,6.5,25.0,Drama,0.0
0.0,38706,La setta,1991-03-01,0.0,The Sect,6.0,14.0,Thriller,0.0
0.0,18188,"Digby, the Biggest Dog in the World",1973-12-01,0.0,"Digby, the Biggest Dog in the World",4.0,6.0,Not available,0.0
0.0,46776,The Bliss of Mrs. Blossom,1968-01-01,0.0,The Bliss of Mrs. Blossom,8.0,3.0,Comedy,0.0
0.0,195029,"Coffee, Kill Boss",2013-08-30,0.0,"Coffee, Kill Boss",0.0,0.0,Not available,0.0
0.0,58559,Confession of a Child of the Century,2012-08-29,0.0,Confession of a Child of the Century,4.9,6.0,Drama,0.0
0.0,378137,Hannibal Buress: Comedy Camisado,2016-02-05,0.0,Hannibal Buress: Comedy Camisado,7.1,15.0,Comedy,0.0
0.0,387054,Jimmy Carr: Funny Business,2016-03-18,0.0,Jimmy Carr: Funny Business,6.9,24.0,Comedy,0.0
0.0,124993,Hindle Wakes,1927-09-12,0.0,Hindle Wakes,7.0,2.0,Drama,0.0
0.0,42291,The Buddha,2010-04-17,0.0,The Buddha,6.0,3.0,Documentary,0.0
0.0,31184,1724 기방난동사건,2008-12-03,0.0,The Accidental Gangster and the Mistaken Courtesean,3.5,2.0,Action,0.0
0.0,359440,Barista,2015-11-06,0.0,Barista,6.7,6.0,Documentary,0.0
13000000.0,297806,I Saw the Light,2016-02-05,1646788.0,I Saw the Light,5.9,48.0,Drama,0.126676
8000000.0,186759,Get a Job,2016-03-25,0.0,Get a Job,5.2,217.0,Comedy,0.0
0.0,356326,Sorgenfri,2015-09-29,0.0,What We Become,5.7,35.0,Horror,0.0
0.0,153397,Restless,2012-12-07,0.0,Restless,4.9,8.0,TV Movie,0.0
0.0,40208,Shock 'Em Dead,1991-01-31,0.0,Shock 'Em Dead,4.3,5.0,Music,0.0
15000000.0,342521,Keanu,2016-04-21,20566327.0,Keanu,6.0,434.0,Action,1.3710884666666667
0.0,132540,The Taiwan Oyster,2012-03-10,0.0,The Taiwan Oyster,6.8,2.0,Drama,0.0
0.0,337758,Медена ноќ,2015-04-17,0.0,Honey Night,9.3,2.0,Drama,0.0
0.0,334922,Þrestir,2015-05-13,0.0,Sparrows,7.3,9.0,Drama,0.0
1300000.0,375742,Córki dancingu,2015-12-25,101657.0,The Lure,6.1,31.0,Horror,0.0781976923076923
700000.0,336011,White Girl,2016-09-02,200242.0,White Girl,5.5,109.0,Drama,0.28606
5000000.0,290825,Yoga Hosers,2016-07-08,0.0,Yoga Hosers,4.7,107.0,Comedy,0.0
0.0,239103,Lauf Junge lauf,2013-11-12,0.0,Run Boy Run,7.2,38.0,Drama,0.0
0.0,157005,Google and the World Brain,2013-01-18,0.0,Google and the World Brain,6.2,5.0,Documentary,0.0
0.0,72750,Brasilintime: Batucada com Discos,2007-11-13,0.0,Brasilintime: Batucada com Discos,5.7,3.0,Documentary,0.0
0.0,48613,La maschera del demonio,1989-01-02,0.0,The Devil's Veil,4.0,2.0,Horror,0.0
0.0,333663,War on Everyone,2016-10-07,0.0,War on Everyone,5.8,105.0,Comedy,0.0
0.0,250852,The Notorious Mr. Bout,2014-01-17,0.0,The Notorious Mr. Bout,4.8,4.0,Documentary,0.0
0.0,201729,Elektro Moskva,2013-06-12,0.0,Elektro Moskva,5.2,3.0,Documentary,0.0
0.0,154786,Le Chant Des Ondes,2013-07-06,0.0,Wavemakers,0.0,0.0,Documentary,0.0
0.0,82151,Haack ...The King of Techno,2004-01-19,0.0,Haack ...The King of Techno,8.0,1.0,Music,0.0
0.0,278660,Tony Benn: Will and Testament,2014-06-26,0.0,Tony Benn: Will and Testament,6.0,2.0,Not available,0.0
0.0,75577,Brian Eno: Another Green World,2010-01-12,0.0,Brian Eno: Another Green World,0.0,0.0,Documentary,0.0
0.0,97399,This Is The Life,2008-02-08,0.0,This Is The Life,8.0,1.0,Documentary,0.0
0.0,123680,What Darwin Didn't Know,2009-11-29,0.0,What Darwin Didn't Know,0.0,0.0,Documentary,0.0
0.0,34158,The People Speak,2009-12-13,0.0,The People Speak,8.0,3.0,History,0.0
0.0,214170,When Bjork Met Attenborough,2013-07-26,0.0,When Bjork Met Attenborough,9.2,5.0,Documentary,0.0
0.0,341745,Aus Liebe zu Dir,2012-11-09,0.0,Aus Liebe zu Dir,0.0,0.0,Drama,0.0
0.0,276157,What Is Left,2014-06-12,0.0,What Is Left,0.0,0.0,Not available,0.0
0.0,122544,The Perfect House,2012-07-17,0.0,The Perfect House,5.2,6.0,Horror,0.0
3000000.0,296360,Love & Friendship,2016-05-27,14016568.0,Love & Friendship,6.4,171.0,Comedy,4.672189333333334
0.0,257044,Game For Vultures,1980-09-17,0.0,Game For Vultures,2.5,2.0,Not available,0.0
0.0,165344,The Sentimental Engine Slayer,2010-04-22,0.0,The Sentimental Engine Slayer,2.5,2.0,Not available,0.0
0.0,44256,Razzia sur la chnouf,1955-04-16,0.0,Razzia,6.7,9.0,Crime,0.0
0.0,186991,Grand Central,2013-08-28,0.0,Grand Central,5.6,26.0,Drama,0.0
0.0,254952,Me Him Her,2016-03-11,0.0,Me Him Her,4.7,10.0,Comedy,0.0
0.0,259014,A Bit of Bad Luck,2014-04-17,0.0,A Bit of Bad Luck,4.4,7.0,Comedy,0.0
0.0,347848,Last Girl Standing,2015-08-31,0.0,Last Girl Standing,5.3,12.0,Drama,0.0
0.0,239367,ジョバンニの島,2014-02-22,0.0,Giovanni's Island,7.0,17.0,History,0.0
0.0,60410,Remote Control,1988-04-07,0.0,Remote Control,7.0,3.0,Horror,0.0
0.0,33419,The House of Fear,1945-03-16,0.0,The House of Fear,6.8,17.0,Horror,0.0
400.0,76746,Вдребезги,2011-10-06,0.0,Vdrebezgi,3.3,3.0,Not available,0.0
0.0,36818,Smorgasbord,1983-04-13,0.0,Smorgasbord,3.9,4.0,Comedy,0.0
0.0,242631,So This Is Love,1953-07-15,0.0,So This Is Love,5.0,1.0,Not available,0.0
0.0,134238,Song of the Saddle,1936-02-28,0.0,Song of the Saddle,0.0,0.0,Comedy,0.0
0.0,207178,The Lion and the Horse,1952-05-16,0.0,The Lion and the Horse,5.0,1.0,Western,0.0
0.0,85231,The Lone Wolf Meets a Lady,1940-05-30,0.0,The Lone Wolf Meets a Lady,6.8,2.0,Mystery,0.0
0.0,75510,The Purchase Price,1932-07-23,0.0,The Purchase Price,5.3,8.0,Comedy,0.0
0.0,122325,The Rich Are Always with Us,1932-05-21,0.0,The Rich Are Always with Us,6.8,2.0,Comedy,0.0
0.0,249969,Three Cheers for the Irish,1940-03-16,0.0,Three Cheers for the Irish,0.0,0.0,Romance,0.0
0.0,66060,休暇,2008-06-07,0.0,Vacation,0.0,0.0,Drama,0.0
0.0,372691,White Bondage,1937-08-05,0.0,White Bondage,0.0,0.0,Drama,0.0
0.0,178447,Wide Open,1930-02-01,0.0,Wide Open,0.0,0.0,Comedy,0.0
0.0,86497,Sängkamrater,1974-12-18,0.0,Wide Open,4.0,5.0,Drama,0.0
0.0,376716,День выборов 2,2016-02-18,4314688.0,Elections Day 2,7.0,12.0,Comedy,0.0
3650000.0,383535,They're Watching,2016-03-25,0.0,They're Watching,5.5,50.0,Thriller,0.0
0.0,90110,Down and Dirty Duck,1974-07-01,0.0,Down and Dirty Duck,4.5,2.0,Animation,0.0
0.0,297784,Barolo Boys,2014-10-16,0.0,Barolo Boys,0.0,0.0,Documentary,0.0
0.0,365002,Kryptonita,2015-12-03,0.0,Kryptonita,4.7,3.0,Fantasy,0.0
0.0,68048,FLicKeR,2009-07-14,0.0,FLicKeR,0.0,0.0,Documentary,0.0
0.0,261899,Prospect,2014-03-26,0.0,Prospect,6.4,7.0,Action,0.0
0.0,261112,Varde,2008-06-12,0.0,Cairn,8.0,3.0,Drama,0.0
0.0,16017,Prag,2006-11-03,0.0,Prague,6.7,15.0,Drama,0.0
0.0,145547,Mad Ship,2012-12-07,0.0,Mad Ship,7.0,1.0,Not available,0.0
0.0,295627,Spawn: The Recall,2014-09-13,0.0,Spawn: The Recall,6.1,9.0,Horror,0.0
0.0,202831,The Fire Next Time,1993-04-20,0.0,The Fire Next Time,5.3,2.0,Thriller,0.0
0.0,50942,Creature,1998-05-17,0.0,Creature,4.0,21.0,Horror,0.0
0.0,271664,Alex: The Life of a Child,1986-04-23,0.0,Alex: The Life of a Child,5.2,3.0,Drama,0.0
0.0,75027,Checkpoint,2003-11-23,0.0,Checkpoint,8.5,2.0,Documentary,0.0
0.0,379291,Justice League vs. Teen Titans,2016-03-29,0.0,Justice League vs. Teen Titans,6.8,177.0,Action,0.0
0.0,338913,Bill,2015-08-21,0.0,Bill,7.0,20.0,Comedy,0.0
0.0,304869,Emergency Exit,2014-07-15,0.0,Emergency Exit,0.0,0.0,Not available,0.0
0.0,251220,Who Took Johnny,2014-01-17,0.0,Who Took Johnny,6.6,19.0,Documentary,0.0
0.0,229353,No Más,2013-10-15,0.0,No Más,7.7,3.0,Documentary,0.0
0.0,302802,Tre tocchi,2014-11-13,0.0,Tre tocchi,4.5,6.0,Drama,0.0
0.0,204506,La Once,2014-09-30,0.0,Tea Time,8.3,3.0,Not available,0.0
0.0,387893,Ice Age: The Great Egg-Scapade,2016-03-20,0.0,Ice Age: The Great Egg-Scapade,5.7,92.0,Adventure,0.0
0.0,109261,Parlez-moi de vous,2012-01-11,0.0,On Air,5.6,27.0,Comedy,0.0
0.0,287717,Edgar G. Ulmer: The Man Off-screen,2004-09-04,0.0,Edgar G. Ulmer: The Man Off-screen,0.0,0.0,Documentary,0.0
0.0,45103,Richard Pryor: Live and Smokin',1971-04-29,0.0,Richard Pryor: Live and Smokin',4.8,6.0,Comedy,0.0
0.0,27923,Sovsem Propashchiy,1973-06-06,0.0,Hopelessly Lost,5.1,4.0,Family,0.0
0.0,74705,Приключения Тома Сойера и Гекльберри Финна,1981-01-01,0.0,The Adventures of Tom Sawyer and Huckleberry Finn,4.8,3.0,Adventure,0.0
0.0,334629,The Wonderful Wizard of Oz: 50 Years of Magic,1990-02-20,0.0,The Wonderful Wizard of Oz: 50 Years of Magic,0.0,0.0,Documentary,0.0
0.0,246415,Redland,2009-03-11,0.0,Redland,8.0,2.0,Western,0.0
0.0,255548,A Alma do Osso,2004-01-22,0.0,The Soul of the Bone,5.0,1.0,Documentary,0.0
0.0,125531,Pripyat,1999-09-11,0.0,Pripyat,5.0,1.0,Documentary,0.0
3000000.0,163042,Оранжевая любовь,2007-05-19,0.0,Orange Love,4.0,2.0,Drama,0.0
0.0,177714,Mágica Aventura,1973-06-09,0.0,Mágica Aventura,0.0,0.0,Not available,0.0
0.0,131027,Csontváry,1980-10-02,0.0,Csontvary,6.5,2.0,Not available,0.0
0.0,83234,აპრილი,1961-01-01,0.0,April,4.0,4.0,Romance,0.0
0.0,78476,Mon Pire Cauchemar,2011-09-12,0.0,My Worst Nightmare,5.1,59.0,Comedy,0.0
0.0,239804,Path of Destruction,2005-09-24,0.0,Path of Destruction,4.5,5.0,TV Movie,0.0
400000.0,292081,Sunshine Superman,2015-05-22,88097.0,Sunshine Superman,7.2,10.0,Documentary,0.2202425
0.0,267579,El Ardor,2014-05-14,0.0,The Ardor,4.4,12.0,Western,0.0
0.0,5252,밀애,2002-11-08,0.0,Ardor,5.8,3.0,Drama,0.0
0.0,67089,비트,1997-05-10,0.0,Beat,4.3,4.0,Action,0.0
0.0,182950,Blonde Dynamite,1950-02-12,0.0,Blonde Dynamite,0.0,0.0,Crime,0.0
0.0,356325,Everything Is Copy,2015-09-29,0.0,Everything Is Copy,7.6,8.0,Documentary,0.0
0.0,114242,Faust,1960-09-30,0.0,Faust,7.2,6.0,Drama,0.0
0.0,304878,Von Caligari zu Hitler: Das deutsche Kino im Zeitalter der Massen,2015-05-28,0.0,From Caligari to Hitler: German Cinema in the Age of the Masses,7.3,4.0,Documentary,0.0
10000.0,76105,Hunger,2001-01-13,0.0,Hunger,0.0,0.0,Drama,0.0
0.0,357096,I Spit on Your Grave III: Vengeance is Mine,2015-10-09,0.0,I Spit on Your Grave III: Vengeance is Mine,5.1,200.0,Horror,0.0
0.0,116500,Incendiary Blonde,1945-08-31,0.0,Incendiary Blonde,0.0,0.0,Music,0.0
0.0,45960,Blind Spot,1947-02-06,0.0,Blind Spot,3.5,3.0,Mystery,0.0
0.0,121848,Isle of Fury,1936-10-10,0.0,Isle of Fury,0.0,0.0,Adventure,0.0
0.0,81670,Jock of the Bushveld,2011-07-29,0.0,Jock of the Bushveld,5.1,4.0,Animation,0.0
0.0,64239,Kamikaze,1986-12-10,0.0,Kamikaze,7.0,3.0,Thriller,0.0
0.0,12607,Kamikaze 1989,1982-07-16,0.0,Kamikaze 1989,5.0,3.0,Science Fiction,0.0
0.0,187422,Dao bing fu,1973-01-18,0.0,Call to Arms,6.0,1.0,Action,0.0
0.0,64307,龍虎會風雲,1973-12-01,0.0,Heroes of Sung,5.5,1.0,Action,0.0
0.0,66730,血酒天牢,1971-09-24,0.0,The Rescue,6.2,3.0,Action,0.0
0.0,193459,Lucky Losers,1950-05-14,0.0,Lucky Losers,0.0,0.0,Comedy,0.0
0.0,373349,Mapplethorpe: Look at the Pictures,2016-06-16,0.0,Mapplethorpe: Look at the Pictures,7.7,11.0,Documentary,0.0
0.0,344170,Only the Dead See The End of War,2015-06-11,0.0,Only the Dead See The End of War,8.0,14.0,Documentary,0.0
0.0,110299,Angel Baby,1961-05-14,0.0,Angel Baby,6.0,1.0,Drama,0.0
0.0,59895,Sudden Danger,1955-12-14,0.0,Sudden Danger,6.0,2.0,Drama,0.0
375581.0,36799,Sugar,2004-05-22,0.0,Sugar,4.6,9.0,Drama,0.0
0.0,175226,The Symbol of the Unconquered,1920-11-28,0.0,The Symbol of the Unconquered,0.0,0.0,Drama,0.0
0.0,224162,Tarnished Angel,1938-10-28,0.0,Tarnished Angel,0.0,0.0,Drama,0.0
0.0,54241,The Extra Girl,1923-10-28,0.0,The Extra Girl,7.0,2.0,Comedy,0.0
0.0,85232,The Lone Wolf Strikes,1940-01-26,0.0,The Lone Wolf Strikes,6.5,2.0,Comedy,0.0
0.0,95037,Time Out for Rhythm,1941-06-05,0.0,Time Out for Rhythm,6.0,1.0,Comedy,0.0
0.0,118517,Valley of the Kings,1954-07-23,0.0,Valley of the Kings,4.0,2.0,Adventure,0.0
0.0,33486,Keep 'Em Flying,1941-11-28,0.0,Keep 'Em Flying,7.0,5.0,Comedy,0.0
0.0,33484,Hit the Ice,1943-06-02,0.0,Hit the Ice,6.3,6.0,Comedy,0.0
0.0,36704,In Society,1944-08-16,0.0,In Society,6.7,7.0,Comedy,0.0
717.0,33482,Here Come the Co-eds,1945-01-01,0.0,Here Come the Co-eds,5.5,10.0,Comedy,0.0
0.0,36706,Little Giant,1946-02-22,0.0,Little Giant,5.4,5.0,Comedy,0.0
0.0,179103,On Dress Parade,1939-11-18,0.0,On Dress Parade,0.0,0.0,Drama,0.0
0.0,296071,海月姫,2014-12-27,0.0,Princess Jellyfish,7.4,6.0,Comedy,0.0
0.0,380808,Zero Days,2016-07-08,0.0,Zero Days,7.5,73.0,Documentary,0.0
10000000.0,295699,Everybody Wants Some!!,2016-03-30,3400278.0,Everybody Wants Some!!,6.3,419.0,Comedy,0.3400278
0.0,21571,Mithya,2008-01-27,0.0,Mithya,6.6,5.0,Drama,0.0
0.0,161816,Raghu Romeo,2003-08-14,0.0,Raghu Romeo,0.0,0.0,Not available,0.0
0.0,19083,Strays,1997-01-18,0.0,Strays,4.8,10.0,Drama,0.0
0.0,72912,Carjacked,2011-11-22,0.0,Carjacked,5.2,39.0,Action,0.0
0.0,205055,Sign Painters,2014-05-13,0.0,Sign Painters,7.7,3.0,Documentary,0.0
4000000.0,369557,Sing Street,2016-03-11,13624522.0,Sing Street,8.0,669.0,Romance,3.4061305
608000.0,336775,All-Stars,2014-10-15,0.0,All-Stars,6.7,3.0,Comedy,0.0
0.0,340627,Ayanda,2015-06-13,0.0,Ayanda,6.0,1.0,Drama,0.0
0.0,75733,Perceval le Gallois,1978-02-07,0.0,Perceval,5.9,7.0,Romance,0.0
0.0,82100,Flower Girl,2009-11-13,0.0,Flower Girl,5.0,3.0,Comedy,0.0
0.0,40211,백만장자의 첫사랑,2006-02-09,0.0,A Millionaire's First Love,7.2,25.0,Drama,0.0
0.0,362541,Jump!,2014-07-26,0.0,Jump!,6.8,4.0,Comedy,0.0
0.0,123337,Sight,2012-07-27,0.0,Sight,6.6,11.0,Science Fiction,0.0
0.0,389882,دل‌شدگان,1992-04-01,0.0,The Love-stricken,0.0,0.0,Not available,0.0
0.0,58517,Titãs - A Vida Até Parece uma Festa,2009-01-16,0.0,Life Even Looks Like a Party,4.3,2.0,Documentary,0.0
0.0,298869,Bag Man,2014-09-10,0.0,Bag Man,8.0,4.0,Not available,0.0
0.0,25451,Taking Chances,2009-11-24,0.0,Taking Chances,4.6,13.0,Comedy,0.0
0.0,185289,Blues Busters,1950-10-29,0.0,Blues Busters,0.0,0.0,Comedy,0.0
0.0,184328,Triple Trouble,1950-08-13,0.0,Triple Trouble,6.0,1.0,Comedy,0.0
0.0,185273,Bowery Battalion,1951-01-24,0.0,Bowery Battalion,10.0,1.0,Comedy,0.0
0.0,187516,Crazy Over Horses,1951-09-09,0.0,Crazy Over Horses,0.0,0.0,Comedy,0.0
0.0,156603,Let's Go Navy!,1951-07-29,0.0,Let's Go Navy!,7.0,1.0,Comedy,0.0
0.0,180819,Feudin' Fools,1952-09-21,0.0,Feudin' Fools,0.0,0.0,Comedy,0.0
0.0,252916,Here Come the Marines,1952-06-29,0.0,Here Come the Marines,7.0,1.0,Comedy,0.0
0.0,115706,Hold That Line,1952-03-23,0.0,Hold That Line,0.0,0.0,Action,0.0
0.0,192371,Clipped Wings,1953-08-14,0.0,Clipped Wings,0.0,0.0,Comedy,0.0
0.0,116160,Jalopy,1953-02-15,0.0,Jalopy,7.0,2.0,Comedy,0.0
0.0,107966,Loose in London,1953-05-24,0.0,Loose in London,6.5,1.0,Comedy,0.0
0.0,174195,Private Eyes,1953-12-06,0.0,Private Eyes,8.0,1.0,Comedy,0.0
0.0,116190,Paris Playboys,1954-03-07,0.0,Paris Playboys,0.0,0.0,Comedy,0.0
0.0,70313,Bowery to Bagdad,1955-01-07,0.0,Bowery to Bagdad,6.8,3.0,Comedy,0.0
0.0,144852,Dig That Uranium,1955-12-25,0.0,Dig That Uranium,0.0,0.0,Comedy,0.0
0.0,193435,High Society,1955-04-17,0.0,High Society,8.0,1.0,Comedy,0.0
0.0,178569,Jail Busters,1955-09-18,0.0,Jail Busters,6.0,2.0,Comedy,0.0
0.0,177234,Spy Chasers,1955-07-31,0.0,Spy Chasers,7.0,1.0,Comedy,0.0
0.0,230182,Crashing Las Vegas,1956-04-27,0.0,Crashing Las Vegas,6.5,1.0,Action,0.0
0.0,193450,Second Fiddle to a Steel Guitar,1966-12-29,0.0,Second Fiddle to a Steel Guitar,0.0,0.0,Comedy,0.0
0.0,358893,Angry Indian Goddesses,2015-09-18,0.0,Angry Indian Goddesses,7.7,6.0,Drama,0.0
0.0,354220,The Girl in the Photographs,2015-09-14,0.0,The Girl in the Photographs,4.6,29.0,Crime,0.0
0.0,347850,The Unfolding,2016-03-14,0.0,The Unfolding,4.0,10.0,Mystery,0.0
0.0,142023,Les Amants du Flore,2006-01-26,0.0,Lovers of the Café Flore,6.3,8.0,Drama,0.0
0.0,351065,Zoom,2015-09-11,0.0,Zoom,5.7,25.0,Animation,0.0
51237.0,331985,Sundays,2015-03-23,0.0,Sundays,6.2,7.0,Science Fiction,0.0
0.0,321645,This Is Normal,2013-04-09,0.0,This Is Normal,8.0,2.0,Drama,0.0
0.0,298165,He Took His Skin Off for Me,2014-10-18,0.0,He Took His Skin Off for Me,6.7,10.0,Horror,0.0
0.0,334362,Highway to Hellas,2015-08-06,0.0,Highway to Hellas,5.3,12.0,Comedy,0.0
0.0,203890,2 Hours,2012-09-29,0.0,2 Hours,3.2,5.0,Horror,0.0
0.0,25803,Amal,2007-09-13,0.0,Amal,8.0,9.0,Drama,0.0
0.0,276828,Wind,2013-06-15,0.0,Wind,7.3,3.0,Animation,0.0
0.0,240636,Die Nashörner,1964-01-01,0.0,Rhinoceros,5.5,2.0,Comedy,0.0
0.0,317213,Les Bessons Del Carrer de Potent,2010-02-10,0.0,The Twin Girls of Sunset Street,4.7,3.0,Thriller,0.0
0.0,195030,Palmipédarium,2012-09-14,0.0,Palmipedarium,7.6,4.0,Animation,0.0
0.0,348396,Ave Maria,2015-05-18,0.0,Ave Maria,5.8,10.0,Not available,0.0
0.0,335026,Day One,2015-04-16,0.0,Day One,7.4,5.0,Drama,0.0
0.0,365909,Alles wird gut,2015-01-01,0.0,Everything Will Be Okay,7.3,6.0,Thriller,0.0
0.0,369373,Stutterer,2015-07-08,0.0,Stutterer,7.7,13.0,Drama,0.0
0.0,250686,Eager,2014-04-13,0.0,Eager,5.0,3.0,Not available,0.0
0.0,382523,Vaesen,2012-10-17,0.0,Vaesen,4.0,2.0,Not available,0.0
0.0,109907,Hate Story,2012-04-20,0.0,Hate Story,6.4,11.0,Thriller,0.0
0.0,282346,Hate Story 2,2014-07-18,0.0,Hate Story 2,4.5,12.0,Thriller,0.0
0.0,300455,La testa tra le nuvole,2013-01-01,0.0,Absent Minded,5.3,3.0,Animation,0.0
0.0,365566,Small People with Hats,2014-10-03,0.0,Small People with Hats,6.0,2.0,Animation,0.0
0.0,116312,La escopeta nacional,1978-09-14,1622164.0,The National Shotgun,7.2,14.0,Comedy,0.0
0.0,352166,Catastasis,2015-04-15,0.0,Catastasis,6.0,1.0,Thriller,0.0
0.0,144686,The Lift,1972-11-01,0.0,The Lift,6.0,1.0,Comedy,0.0
0.0,53202,The T.A.M.I. Show,1964-12-29,0.0,The T.A.M.I. Show,8.7,5.0,Documentary,0.0
0.0,142914,In Search of Blind Joe Death: The Saga of John Fahey,2013-08-16,0.0,In Search of Blind Joe Death: The Saga of John Fahey,5.0,1.0,Documentary,0.0
5000000.0,370755,Paterson,2016-11-17,2152738.0,Paterson,7.0,311.0,Comedy,0.4305476
115000000.0,290595,The Huntsman: Winter's War,2016-04-06,164602163.0,The Huntsman: Winter's War,6.0,1575.0,Action,1.431323156521739
35000000.0,325133,Neighbors 2: Sorority Rising,2016-05-04,108758521.0,Neighbors 2: Sorority Rising,5.6,1490.0,Comedy,3.1073863142857143
0.0,133953,Snow Shark: Ancient Snow Beast,2011-10-12,0.0,Snow Shark: Ancient Snow Beast,4.0,2.0,Science Fiction,0.0
0.0,113660,Rumble,2002-05-31,0.0,Rumble,5.7,3.0,Not available,0.0
0.0,224944,Silent Retreat,2013-10-20,0.0,Silent Retreat,5.9,11.0,Horror,0.0
110.0,158928,The Roman Spring of Mrs. Stone,2003-05-04,0.0,The Roman Spring of Mrs. Stone,4.5,4.0,Drama,0.0
0.0,86239,The Pack,1977-11-20,0.0,The Pack,7.5,2.0,Horror,0.0
0.0,26829,The Houston Story,1956-02-01,0.0,The Houston Story,5.0,1.0,Crime,0.0
0.0,70151,Johnny Stool Pigeon,1949-09-22,0.0,Johnny Stool Pigeon,5.0,1.0,Not available,0.0
0.0,388910,Klondike Kate,1943-12-17,0.0,Klondike Kate,0.0,0.0,Western,0.0
0.0,29487,The Mark of the Whistler,1944-10-09,0.0,The Mark of the Whistler,3.8,2.0,Thriller,0.0
0.0,29490,Voice of the Whistler,1945-10-30,0.0,Voice of the Whistler,6.3,2.0,Drama,0.0
